English	Yoruba
In 2014, over 170,000 migrants without legal documents ferried across the Mediterranean Sea to Italy.	Lódun 2014, o le ni egbèrun lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un lóna ogórun-un lón
While the archipelago is known as a tourist destination for its pristine beaches and luxury hotels, the majority of local people struggle with high unemployment even as poverty has slightly decreased, according to The World Bank.	Bi o tilè jé pe òpò awon eeyan lo n gbe ni agbegbe naa gégé bi ibi ti wón ti n gbe awon oju oju òna ati awon ile amayederun, òpò awon eeyan to wa lagbegbe naa n koju isé
How do date changes affect the psychology of students, given the level of stress associated to YKS for which candidates prepare for months?	Bawo ni awon ayipada n se nipa èri okan awon akékòó, bi wón se n fi awon nnkan ti wón n se fun awon akékòó, bi wón se n fi òpòlopò awon isoro ti wón n se fun osu?
Kyari said he has feels well and has neither experienced high fever nor other symptoms associated with the virus.	Kyari sòrò pe o ti n ronu daadaa, o si n ri i pe oun o ni èru to lagbara tabi awon nnkan mii ti arun naa n selè.
The fissures between inside and outside, which often run deepest along lines of race and religion, are always there to be deepened and exploited.	Awon nnkan ti wón n gbe laaarin inu ati laaarin èya ati èsin, nigba gbogbo ni wón n gbe awon nnkan ti wón n gbe laaarin èya ati èsin.
Creating Strong Passwords Using Password Managers	Atamatase Awon Atamatase Atamatase
So, what does this all mean for potential COVID-19 trials in Africa?	Tori naa, ki ni gbogbo awon nnkan yii maa tumò fun iwadii arun COVID-19 nilè Afirika?
Some people expect to receive attachments from unknown persons.	Awon eniyan kan n reti lati gba ohun ti awon eeyan o mò.
Thus investigation should be about the ones who insult Mabel Matiz and discriminate against him. #MabelMatizisnotalone [Top of post]	Nitori naa, iwadii o ye ki i se nipa awon ti wón n bu Mabel Matiz, ti wón si n da a silè. #Mabel Matiziskì nikan
"Nobody is entitled to say, ""Here we come."""	"Eni kòòkan lo ni anfaani lati so pe, ""Wón wa."""
But our armed forces and other security and intelligence services will remain vigilant and continue to contain these threats and consolidate efforts to eradicate them completely.	Sugbón awon agbofinro ati awon èka aabo ati awon ohun-elo miiran yoo maa wa loju, ki wón si maa gbe awon ewu yii silè, ki wón si maa tèsiwaju lati da won silè.
What they found was, the core functions -- you know you still sort of had banks, but you couldn't get people to put money in the ATM machines.	Ohun ti wón ri ni, awon isé to lagbara -- o mò pe o ni awon ile-isé banki, sugbón o o o le gba awon eeyan lati fi owo silè ninu awon èro ATM.
I have done a fair amount of online searches for information to corroborate the claim without luck but have come across their online release of merchandise bearing these landmark symbols, which coincided with the concert...	Mo ti se òpòlopò iwadii lori èro-ayelujara fun iwadii lati da òrò naa loju, amó mo ti ri awon nnkan ti wón n gbe jade lori èro-ayelujara ti wón n gbe awon ohun amayederun
"Shortly before leaving the Museum, President Buhari while fielding questions from State House Correspondents traveling with him, described those fanning embers of discord in Nigeria as"" illiterates and ignorant."""	Ko to di pe aare Buhari fi Museum naa silè, nigba ti aare Buhari n beere awon ibeere lati awon akòroyin to n sòrò pèlu rè, o so awon ti wón n sòrò nipa ibasepò lorilè-ede Naiji
On April 1, two French researchers, Dr. Jean-Paul Mira and Camille Locht, suggested on a live television broadcast that trials of a potential vaccine should first take place in Africa, according to Al Jazeera.	Ni April 1, awon onimò-ijinlè meji to wa lorilè-ede Faranse, Dokita Jean-Paul Mira ati Camille Locht, so pe lori èro-ibanisòrò lori èro-ibanisòrò lori èro-ibanisòrò nilè Afirika, gégé bi Al Ja
As of 2019, Bond FM holds the number 1 position in Lagos State as the station with the largest audience, according to the Nigeria Diary Radio Stations Ratings of August 2019.	Ni osu karun-un 2019, agbabóòlu Bond FM gba ipo kan ni ipinlè Eko gégé bi ileesé ti awon eeyan n pe lori èro ayelujara lorilè-ede Naijiria Diary Radio Stations Ratings of August 2019.
The Lawmakers had on March 24th suspended plenary for two weeks to allow the management of the National Assembly put safety measures that would prevent the spread of the deadly disease in the Complex, but one week later government impose a lock down on Abuja the Nation's capital and two other States, worst hit by the disease to curb its spread.	Ni March 24 odun yii, awon alase ile igbimò asofin ti fi òsè meji silè fun awon alase ile igbimò asofin lati se awon ohun ti yoo mu ki arun naa gbogun lorilè-ede Naijiria, sugbón òsè kan léyin naa, i
Thank you.	E seun.
AG: Well, 86 percent of the refugees in the world are in the developing world.	AG: O daa, ida méjo ninu awon to n gbe ni ayika yii ni ida méjo ninu awon to n gbe ni ilè okeere.
The room froze.	Ibi ti wón n gbe nibè.
If you look back at 2005, when you entered that office for the first time, what do you see?	Bi o ba wo odun 2005, nigba ti o wa si ófiisi yen fun igba akókó, ki lo ri?
But then after the article came out, this woman got in touch with me.	Sugbón léyin ti òrò naa jade, obinrin yii ba mi sòrò.
Will the new Yorùbá orthography become mainstream in the future?	Njé awon òrò tuntun ti wón n pe ni Yoruba yoo di aseyori lójó iwaju?
I had a dream that I visited the sun.	Mo ni ireti pe mo bèrè si oorun.
Really intoxicated with sleep. Nature would not be cheated	Oorun ni n sòrò. Awon eeyan ki i sòrò
They legitimate those questions and, to some extent, the anti-immigrant assumptions that are behind them.	Wón n beere awon ibeere wònyi, wón si n gbe awon èri ti wón fi n ronu nipa awon asikiri ti wón n gbe.
The minister said Lagos which is more populated like Kano has efficient instruments and that Lagos state act fast in fighting corona virus because of the experience during Ebola crisis in 2014.	Minisita naa so pe ilu Eko ti awon eeyan ti n gbe bii Kano ni awon ohun elo ti o lewu ati pe ipinlè Eko n boju to arun Ebola lódun 2014.
Don't worry Mama, I'll just pop into their house for a minute or two.	Ma binu mama, mo maa gbe e si ile won fun wakati kan tabi meji.
He urged well meaning individuals in the country not to leave the gesture of bringing succour to lives of the vulnerable Nigerians.	O ni ki awon eniyan to n gbe ni orilè ede Naijiria ki i se ohun ti wón nilo lati mu igbe aye awon omo orilè ede Naijiria.
It's just unsustainable.	O daju pe o n sisé.
Now you may think that I'm here to blame you for posting photos of your children on social media, but that's not really the point.	Ni bayii, o lero pe mo wa nibè lati da e loju pe mo n fi aworan awon omo re lori èro-alatagba, sugbón iyen o jé ohun ti o da e loju.
Mr. Onyeama said he embarked on a visit to Sao Tome and Principe to represent President Muhammadu Buhari, on modalities to provide technical support to the country.	Ògbéni Onyeama ni oun ti bèrè si Sao Tome ati Principe lati sakoso aare Muhammadu Buhari, lori awon òna lati pese iranwó fun orilè-ede naa.
#NAME?	#NAME?
The local government areas are Bakori, Bindawa, Baure, Batagarawa, Dandume and Ingawa, Kaita, Mani, Musawa, Rimi and Kankara.	Awon agbegbe to wa nibè niBakori, Bindawa, Baure, Batagarawa, Dandume ati Ingawa, Kaita, Mani, Musawa, Rimi ati Kankara.
They were probably discussing with her ... planning the strategy for the evacuation of her belongings.	O le jé pe wón n sòrò pèlu rè... wón n seto òna ti wón o le fi awon ohun elo rè silè.
"The word ""phone"" is fóònù, ""ball"" is bó̩ò̩lù, and ""television"" is te̩lifís̩ó̩ò̩nù, among others."	"Òrò ""foonu"" ni foonu, ""ball"" ni bo̩o̩lu, ati ""television"" ni te̩lifis̩o̩o̩nu, lara awon miiran."
CA: And who would fund such experiments?	CA: Ta ni yo se iru isé yii?
As can be seen in this tweet, concerns over enforcement of social distancing in this context proved to be legitimate:	Gégé bi a se le ri ninu èro-ibanisòrò yii, awon òrò ti wón n gbe lori èro-ibanisòrò lori èro-alatagba lori èro-alatagba yii se kedere:
Of the total respondents who admitted to appearance-based covering, 82 percent said that it was somewhat to extremely important for them to do so for their professional advancement.	Ninu gbogbo awon to fèsun kan awon to fèsun kan pe o se pataki fun won lati se béè fun idagbasoke isé-èkó won.
She would close her eyes and listen to the soothing words contained in Alamu's letter. He was hale and hearty, doing well in his studies, he was there in the cold land struggling to secure a better future for himself and Mama, very soon he would be coming back home to join her.	O maa fi oju rè wo awon òrò ti wón so ninu lẹ́tà rè, o si n sisé rere ninu èkó rè, o si n sisé rere ninu èkó rè, o wa ni ilu ti o ti n duro lówó, 
We, on the other hand, came up with the drug cocktail that targets metastasis not by targeting tumor growth, but by targeting the complex mechanisms that govern it, through the targeting of the Hasini effect.	Ni òkan lara èyin, a wa pèlu oògbón ti o n boju to arun arun ki i se pe o n boju to arun, sugbón ti o n boju to awon nnkan ti o n boju to o n boju to o
Nigerian President, Muhammadu Buhari on Sunday in Paris, called for stringent actions against perpetrators of illicit financial flows, including crackdown on safe heavens.	Aare orilè ede Naijiria, Muhammadu Buhari lójó Aiku (Sunday) niluu Paris, pe ki wón sisé ologun lori awon ti o n gbe owo òdaran, titi kan awon ti o n gbe òrun alaafia.
Hamdallaye pharmacy (#Conakry): certain citizens woken up by the police forces early this morning.	Hamdallaye pharmacy (#Conakry): awon omo ilè kan ti awon olópaa gbe laaarò yii.
Speaking earlier, the Commissioner of the National Commission for Refugees, Migrants, and Internally Displaced Persons IDPs, Senator Basheer Garba Mohammed stated that Nigeria is a significant country in global migration discourse.	Ninu òrò yii, Ògbéni Basheer Garba Mohammed so pe orilè-ede Naijiria jé orilè-ede to n ri si iwòn, lorilè-ede Naijiria.
That malware could retrieve your contacts and record what your device's camera and microphone sees and hears.	Eyi le ri ohun ti èro-ibanisòròo re n ri ati ohun ti èro-ibanisòròo re gbó.
In Tanzania, child marriage bars girls from education and leads to school dropout, according to data from the Tanzania National Survey, 2017).	Ni orilè-ede Tanzania, iyawo omo n gbe awon obinrin lati èkó, o si n gbe awon obinrin si ile-èkó.
Some of the poorer countries that have had the most experience with H5N1 have built up stockpiles; they're already expired.	Awon kan lara awon orilè-ede ti o ni iriri to tobi ju ninu H5N1 ti n gbe awon nnkan ti wón n gbe; wón ti pari.
The support staff, the friends and family, people who lifted our spirits, and never let us give up on our ambitious endeavors.	Awon osisé iranwó, awon òré ati idile, awon eeyan ti n gbe èmi wa silè, ti o si jé ki a duro lori awon isé ti a n se.
To celebrate, broadcasters from across Nigeria took to Twitter to show some love for radio:	Lati se ayèwo, awon akòroyin lati orilè-ede Naijiria lo si Twitter lati fi ifé won han fun èro ayelujara:
They present impossible and perilous choices: Do you take your child to get her flu medicine, or do you feed her?	Wón n so ohun ti o se kedere ati ohun ti o n se o ni: Se e gba omo re lati gba ogun èjè, tabi e n fi i se e?
The BBC reported that in April 2014, the #BringBackOurGirls trended on Twitter with over 3.3 million tweets, 27 percent of the tweets came from Nigeria, 26 percent from the United States and 11 percent from the United Kingdom.	Ikò agbabóòlu BBC royin pe ni April 2014, awon òrò ti wón n pe ni #BringBack OurGirls se lori Twitter pèlu egbèrun marun-un ati miliònu méta ati miliònu marundinlógbòn (3 million), ida méjo ninu awon òrò naa
The Nigeria police force in Oyo state has paraded a criminal suspect, Abegunde Olaniyi which have a hand in the killing of Miss Grace Ajibola who is an Evangelist in a Christian church around Oluyole in Ibadan, southwest of Nigeria on seventeen of march, 2020.	Awon olópaa lorilè-ede Naijiria ni ipinlè Oyo ti da òdaran kan, Abegunde Olaniyi, ti o ni owó ninu iwa òdaran kan, iyen Abegunde Olaniyi, ti o ni owó ninu iwa òdaran kan, iyen A
Mabel Matiz's response to the controversy.	Mabel Matiz so ohun ti wón se nipa òrò yii.
And this is a very big stage.	Eyi si jé nnkan to lagbara gan-an.
Will you stop listening! Listening to these mad people! Will you stop talking about these crazy people!	Se e o maa gbó! Se e n gbó awon eeyan wònyi! Se e o maa sòrò nipa awon eeyan wònyi!
As of February 2020, over half of the websites on the internet are in English, according to WebTech3.	Ni February 2020, o le ni ede Gèési, o le ni ede Gèési.
