English	Yoruba
"What has the bachelor to feel superior about, such that while he is roasting yams he is whistling the song, ""What one does fills them with jealousy""?"	"Ki ni akékòó n ro nipa rè, bii pe nigba ti o n gbe eru, o n gbe orin, ""Ki la fi n gbe awon eeyan loju""?"
Mr. Alamu Olaoye is therefore to be re-absorbed into the company as the Senior Accountant with immediate effect.	Ògbéni Alamu Olaoye ni ki wón tun sisé gégé bi òga agba ninu ile-isé naa gégé bi òga agba ninu ile-isé naa.
Witch-hunting across India	Awon eeyan n gbe eranko ni India
Marie Josee Ta Lou on Thursday won the gold medal in a time of 11.15 seconds, beating Ghana's Janet Amponsah who clocked 11.54 seconds; and Nigeria's young prodigy Udo Joy-Gabriel who finished with a time of 11.58 seconds.	Marie Josee Ta Lou gba ami-èye goolu lójóbo (Thursday), ti o fagba han Janet Amponsah, ti o gba ami-èye méfa o le méfa; ati Udo Joy-Gabriel, ti o gba ami-èye mejilelogun (11.58).
He tells me I'm in the default option.	O so fun mi pe mo wa ninu aato ase-èda.
"""The Falconets have worked very hard to prepare for FIFA Women U-20 World Cup."	Falconets ti sisé takuntakun lati seto ife-èye idije bóòlu agbaaye to n bò lóna.
"""I will not hesitate to sign the dotted lines for the Spanish side if the opportunity comes."""	"""Mi o ni soro lati forukosilè-wole awon akosilè naa fun orilè-ede Sipaniisi ti anfaani ba wa."""
"""These revolve around the formulation of policy and regulatory frameworks that cut across different jurisdictions. We must not lose sight of the role played by secret companies, banks and law firms, all too often based in developed economies and their related offshore centres."	"""Wón n salaye nipa eto ilana ati eto ofin ti wón n se lori awon ipinlè òtòòtò. A ko gbodò ri ipa ti awon ileesé ijoba, ileesé ijoba ati awon ileesé ofin n sisé lorilè-"
And this entire referendum took place in darkness, because it took place on Facebook.	Gbogbo idajó yii waye ni òkan-o-jòkan, nitori o waye ni Facebook.
Mbappe has hit 16 goals in 19 appearances for PSG this season, as they continue to chase down more trophies at home and abroad.	Mbappe ti gba ami-ayo mérindinlogun (16) ninu ifesèwonsè mókandinlogun ti o waye fun ikò agbabóòlu PSG lódun yii, béè si ni wón ti n gba ami-ayo mérindinlogun ninu ifesèwonsè naa lorilè-ede
Her ribs and joints ache like that of a boxer who had just survived twenty gruelling rounds in a fight of the century! She stumbled inside again.	Òkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-j
And now, it has started to happen, greater things were soon going to happen.	Ni bayii, o ti bèrè si n se, awon nnkan to pò ju lo maa selè.
"Thanks to all my dear listeners! I would like to extend my thanks to Erhan Arık and DOP Meryem Yavuz, the precious directors of [my song] ""I Have a Red in My Wipe"" clip."	"Mo dupé lówó gbogbo awon to n gbó orin mi òtòòtò! Mo fé dupé lówó Erhan Arik ati DOP Meryem Yavuz, to jé òkan lara awon oludari [orin mi] ""Mo ni pupa ninu Wipe""."
They find an audience primed to believe them.	Wón ri awon to n gbó ohun ti wón gba gbó.
The Social and Political Realities	Òrò Olórun ati Òrò Ilu
That may be because those events were occurring on the other side of the world where nobody was paying attention.	Eyi le jé nitori pe awon nnkan yen n selè ni orilè-ede mii ti enikéni o fi béè sòrò.
Several families filed and won a lawsuit against Pfizer on the basis of violation of informed consent.	Òpò idile kòwe si ile ejó, wón si da ejó kotémilórun lori èsun ti wón fi kan an.
#NAME?	#name?
Labake, after working herself up, setting her own body ablaze went inside the bathroom to have a cold shower and swiftly, Zenabu moved into action.	Labake, léyin ti o sisé araa rè, ti o fi araa rè silè, o lo si inu èwòn ki o le gbe araa rè silè, léyin naa, Zenabu tèsiwaju.
Nigeria enforces travel bans amid sloppy management of COVID-19 cases	Orilè ede Naijiria fofin de awon to n sisé ologun lori awon ejó COVID-19
Would her feeble hands not disappoint her that day?	Se owó owó rè o ba a loju lójó yen?
Sgt. 1st Class Marites Cabreza, a nurse with 354th Civil Affairs Brigade, Special Functioning Team, Combined Joint Task Force-Horn of Africa, tends to a patient March 29, 2008, during a medical civil action project in Goubetto, Djibouti.	Ògbéni Marites Cabreza, to jé òkan lara awon to n boju to egbèrun marun-un ati ogórun-un marun-un ati ogórun-un marun-un o le marun-un (354) lara awon to n boju to òrò ilera
He inherits the title from Chelsea midfielder N'Golo Kante, who came out on top in 2017.	Atamatase ikò agbabóòlu Chelsea, N'Golo Kante jawe olubori ninu idije òhun lódun 2017.
No one was left out of the celebration. Voices of some of the Global Voices Lingua teams were also broadcast on Metro 97.7FM. Some retired broadcasters were invited to read the news or anchor a segment.	Ko si ikankan lara awon to ku ninu ayeye naa. Awon agbabóòlu kan ti wón n so ede Global Voices Lingua lori èro Metro 97.7FM. A pe awon kan ti wón ti yònda ara won lati ka iroyin naa tabi ki wón gbe 
It urged the public, particularly parents and candidates, to be wary of dubious elements and disregard any overtures made by anybody touting their power or influence to inflate any candidate's score.	O ro gbogbo omo orilè-ede, paapaa julo awon obi ati awon oludije, lati gbogun ninu òrò òdaran, ki wón si gbogun ninu gbogbo ohun ti enikéni ti o ba n gbe agbara won tabi ohun ti o n mu ki o
I Lost it Labake. Labake nearly collapsed at all these revelations.	Mo Pa a ni Labake. Labake o to nigba gbogbo awon iwadii yii.
See our creating strong passwords guide for tips.	Wo akosilè òrò-ifiwole ti o lagbara fun awon òrò.
Yes, madam.	Béè ni, iya.
Life was no doubt smiling on Adio - a very successful lawyer, enjoying all the wonderful opportunities offered by the city.	O daju pe igbe aye Adio n dun gan-an, o si n gba gbogbo anfaani ti ilu naa nilo.
The Nigeria Immigration Service (NIS) says it had received 13 Nigerians that arrived from Lome, Togo at Seme-Krake joint border post.	Ajo to n ri si ijoba orilè ede Naijiria (Nigeria Immigration Service (Nigeria Immigration Service) so pe awon omo orilè ede Naijiria métala (13) ti wón de lati Lome, Togo ni apejo oju òna ti wón n pe ni Seme-Krake.
And he told me that he had voted to leave, because the European Union had done nothing for him.	O so fun mi pe oun ti pinnu lati kuro nibi ti ijoba orilè-ede European Union ti se nnkankan fun un.
I am very much aware of the personal and collective inconveniences suffered by our people due to measures such as restriction of movements and closure of business premises.	Mo mò nipa awon isoro ti awon eeyan wa n koju nitori awon ohun ti wón n se fun won bii pe ki wón gbe awon ile itaja ati ki wón gbe awon ile itaja silè.
And I would say to you that these are folks who, when our country was threatened, or our world was threatened, they didn't retreat.	Mo maa so fun yin pe awon wònyi ni, nigba ti orilè-ede wa ba han, tabi ayika wa ba han, won o kuro nibi ti wón n gbe.
The mammy-wagon driver had promised his Co-operation and assured Labake that the business would not take him and his men more than one hour.	Òkan lara awon to n gbe awon omo okò òhun ti so fun Labake pe oun o ni gbe oun ati awon omo è lówó ni wakati kan.
Even if you carefully avoid giving Twitter your identifying information, and even if you access the service only over Tor or a VPN, if you enable SMS 2FA, Twitter will necessarily have a record of your mobile number.	Koda ti o ba fi òrò idanimò re si Twitter, ati bi o ba n lo èro-ibanisòròo nikan ni Tor tabi VPN, bi o ba fi èro-ibanisòròo SMS 2FA, Twitter yoo ni akosilè idanimò èro-ibanisòròo re.
I'm much more interested in holistic and natural methods to keep elephants and people apart where necessary.	Mo nifèé si awon òna ti o se e se lati da erin ati awon eeyan silè nibi ti wón ba ye.
Perhaps if we had a chance to interact with wildlife, more of my classmates would be working alongside me now.	Bi a ba ni anfaani lati sisé pèlu eranko, òpò lara awon akékòó mi maa sisé pèlu mi bayii.
"EU"" -- it also broke the law."	"EU"" -- o tun bofin mu."
Concretely, if most of the links are brittle and prone to breakage, the fact that your link is not that reliable is not that important.	O kere tan, bi òpò ninu awon itakuròso naa ba pò ju, ti o si pò ju, òrò wipe itakuròso re o jé ki i se ohun to ye ki i se pataki.
The Press House in Bujumbura, from which independent radios were blocked access. 19 May 2010.	Ile-isé iroyin niluu Bujumbura, nibi ti awon rédio ti ko sisé lori èro ayelujara. 19 May 2010.
Because it's always an uphill battle to defend yourself on your opponent's terrain.	Nitori gbogbo igba ni ija nla ni n koju araa re lori oju akeegbé re.
The connection is encrypted so others cannot see what you are visiting.	Ikòkò naa wa ni data-data-pada-si-odu-aabo ki awon mii ma baa ri ohun ti o n bò.
Indeed, lawyers may still have quite a bit of work to do to untangle the confusion surrounding the use of Jamaica's national symbols.	Koda, awon agbejóro le ni isé diè lati se ki òpò awon eeyan ma baa sòrò nipa bi wón se n lo awon asoju orilè-ede Jamaica.
"On September 11, 2019, Barbadian Prime Minister Mia Mottley addressed this issue at the United Nations"" Geneva headquarters, urging larger nations to do better in fighting climate change."	Ni September 11, 2019, aare orilè-ede Barbadian, Mia Mottley sòrò yii ni ileesé ajo Awon Orilè-ede to n ri si i lorilè-ede Geneva, o tun ro awon orilè-ede to n ri si idagbasoke ojo to n selè niluu 
All would be well at last...	Gbogbo nnkan maa dara nigba to ba pari...
And of course, a good matriarch would always keep her young away from such a threat.	O daju pe agbofinro o ni jé ki omode rè duro lówó iru idéruba yii.
In Australia, trials are being conducted on at least 4,000 health care workers.	Ni orilè-ede Australia, o kere tan egbèrun mérin o le ogórun-un mérin (4,000) awon to n boju to itóju ilera.
Sanwo-Olu reiterated his government's commitment to the security of lives and property.	Sanwo-Olu fi òrò rè han pe ijoba orilè ede Naijiria n fowó si aabo èmi ati ile.
We urge all Nigerians to stay at home, and take care of their health, by following the line of program that the health sectors gave except for those that just returned from that have the opportunity to get to their houses.	A n ro gbogbo omo orilè ede Naijiria lati duro sile, ki wón si maa boju to ara won, ki wón si maa tè le ilana eto isegun ti awon osisé ilera fun awon ti wón ti pada si ile won.
"Similarly, the University of Lagos has barred Igbeneghu from the school and also ordered the shutdown of the staff club's ""cold room,"" used by senior staff to hold parties attended by young female students and staff."	Bakan naa, ile-èkó giga lorilè-ede Eko ti fi Igbeneghu silè lati ile-èkó naa, o si ti pase pe ki awon osisé òhun gbe yara awon osisé naa silè, ti awon osisé ògbéni ati awon osisé ògbéni
And if local communities don't protect their wildlife, no amount of outside intervention will work.	Bi awon agbegbe agbegbe o ba daabo bo eranko won, ko si ikankan to maa sisé.
No wonder she was so full of life.	Ohun to bani ninu èmi rè niyen.
It was work, work and work for them all. Work and quench!	Isé, isé ati isé fun gbogbo won. Isé, isé ati ahun!
But that said, in the past year alone, seven million people have died, so clearly, that is not enough.	Sugbón iyen so pe, lódun to koja, miliònu méwaa eeyan lo ti ku, tori naa o se kedere pe iyen o to.
This efforts are not easy, but we are assuring all the states in Nigeria that we will not relent in stopping corona virus in the states where it is discovered.	Isé yii o rorun, amó a n da gbogbo ipinlè lorilè ede Naijiria loju pe a o ni tèsiwaju lati daabo bo arun corona ni awon ipinlè ti a ti ri i.
Password managers that use their own servers to store or help synchronize your passwords are more convenient, but are slightly more vulnerable to attacks.	Awon alaboojuto òrò-ifiwole ti wón n lo awon itakuròso won lati gbe tabi ransé lori òrò-ifiwole re o rorun ju, sugbón wón o ni ewu si i.
What! Labake stared at the car's registration number in frozen stillness.	Ohun to selè niyen! Labake wo aato iforukosilè okò naa.
Can you imagine the terror of an elephant literally ripping the roof off your mud hut in the middle of the night and having to hold your children away as the trunk reaches in, looking for food in the pitch dark?	Se o le ro ero pe èru erin n ba awon eeyan lósan-an laaarò, ti o si n gbe awon omo è lówó bi ikun ba de, ti o n wa ounje ni aala?
A person whose company is not desired gets no turn at riddling.	Eni ti o fé ki i gbe eegun.
But educational data brokers are really just an example.	Sugbón awon onisé-iwadii nipa èkó jé apeere kan.
Is there any way we can start to think about how to protect and quickly recover the institutions that are critical to survival, like the health system?	Se òna kankan ti a le bèrè lati ronu nipa bi a se le daabo bo awon ileesé ti wón nilo idagbasoke, bii eto ilera?
